window	Freq	mean_discordant_reads_blacklist
5_39888000_-	1	1
5_3990000_-	2	1.5
5_39900000_+	1	1
5_39920000_+	1	1
5_39921000_+	2	1
5_39966000_+	1	1
5_39982000_-	2	1
5_3999000_+	1	1
5_40023000_+	1	1
5_40027000_+	1	1
5_40044000_-	1	1
5_40052000_+	1	1
5_40053000_+	1	1
5_40077000_+	2	1
5_40093000_+	2	1
5_401000_+	2	1
5_40119000_+	2	1
5_40136000_+	2	1
5_4016000_+	1	1
5_40169000_+	1	1
5_40193000_+	1	1
5_40229000_-	2	1
5_40247000_-	1	2
5_40256000_-	1	1
5_40276000_-	1	1
5_40280000_-	1	1
5_40348000_+	2	1
5_40354000_-	2	1
5_4037000_-	1	1
5_40381000_+	1	1
5_40384000_+	1	1
5_404000_-	1	1
5_40418000_-	1	1
5_40430000_-	1	1
5_40435000_+	1	1
5_40469000_-	1	1
5_40488000_-	2	1
5_40492000_+	1	1
5_4050000_-	1	1
5_4054000_-	2	1
5_4055000_+	1	1
5_4056000_-	1	1
5_40574000_-	1	1
5_40594000_-	2	1
5_40604000_+	1	1
5_40626000_+	1	1
5_40628000_-	2	1
5_4064000_-	1	1
5_40646000_+	1	1
5_40656000_-	1	1
5_40677000_+	1	1
5_40691000_+	1	1
5_407000_+	1	2
5_40700000_+	1	1
5_40701000_+	2	1
5_40716000_-	1	1
5_40728000_-	2	1
5_40729000_+	1	1
5_40756000_-	1	1
5_40759000_-	1	1
5_40766000_-	2	1
5_40789000_+	2	2
5_4079000_-	1	1
5_408000_-	1	1
5_4080000_-	2	1
5_40807000_+	1	1
5_40810000_+	1	1
5_40811000_+	1	1
5_40818000_+	1	1
5_40822000_+	1	1
5_4084000_-	1	1
5_40868000_+	1	1
5_4087000_-	1	1
5_40870000_-	2	1
5_40870000_+	1	1
5_40881000_-	1	1
5_40883000_+	2	1
5_40909000_+	1	1
5_40913000_+	1	1
5_40917000_+	1	1
5_4092000_-	2	1
5_40948000_-	2	1
5_40973000_-	2	1
5_40993000_+	2	1
5_410000_+	1	1
5_41006000_-	1	1
5_41014000_+	1	1
5_41019000_+	1	1
5_41030000_+	2	1
5_41042000_+	1	1
5_41062000_+	1	1
5_41068000_-	1	1
5_41072000_-	1	1
5_4111000_+	1	1
5_41116000_-	1	1
5_41122000_-	2	1
5_41123000_+	1	1
5_41155000_-	1	1
5_41171000_-	2	1
5_41178000_-	1	1
5_41184000_-	1	1
5_41198000_+	1	1
5_41239000_-	1	1
5_41266000_-	2	1
5_41292000_+	2	1
5_413000_+	2	1
5_41344000_+	2	1
5_4135000_+	1	1
5_41362000_+	1	1
5_41371000_+	2	1
5_41378000_-	1	1
5_41383000_+	2	1
5_41387000_-	1	1
5_41396000_+	1	1
5_41400000_+	2	1
5_41405000_-	2	1
5_41427000_+	1	1
5_41432000_+	1	1
5_41440000_-	1	1
5_41444000_+	1	1
5_41447000_-	2	1
5_4148000_+	1	1
5_4150000_+	2	1
5_41509000_+	1	1
5_41514000_+	2	1
5_4153000_-	2	1
5_4157000_-	1	1
5_41596000_+	1	1
5_41607000_-	1	1
5_41647000_-	2	1
5_41653000_-	1	1
5_41664000_+	2	1
5_41666000_-	2	1
5_41667000_-	1	1
5_41673000_-	1	1
5_41682000_-	1	1
5_41689000_+	1	1
5_41690000_-	2	1
5_41692000_-	2	1
5_41699000_-	2	1
5_41703000_+	1	1
5_41704000_-	1	1
5_41735000_-	1	1
5_41776000_-	1	1
5_41777000_-	1	1
5_41779000_-	1	1
5_41789000_-	1	1
5_41819000_-	1	1
5_41856000_+	1	1
5_41866000_-	1	1
5_41881000_+	1	1
5_41914000_-	1	1
5_41922000_+	1	1
5_4193000_-	1	1
5_41935000_+	2	1
5_41976000_+	1	1
5_41992000_-	1	1
5_41997000_-	2	1
5_42006000_+	1	1
5_42027000_+	1	1
5_42041000_+	1	1
5_42102000_-	1	1
5_42114000_+	1	2
5_42156000_+	1	2
5_42189000_+	1	1
5_42192000_-	2	1
5_42201000_-	1	1
5_42206000_+	1	1
5_42214000_+	2	1
5_42234000_-	1	1
5_42240000_-	2	1
5_42245000_+	1	1
5_42247000_-	1	1
5_42248000_+	1	1
5_4225000_+	1	1
5_42253000_-	1	1
5_42266000_+	1	1
5_42271000_-	2	1
5_4230000_-	1	1
5_42307000_+	1	1
5_42309000_+	2	1
5_4234000_+	1	1
5_42346000_-	1	1
5_42355000_+	1	1
5_42411000_-	2	1
5_42413000_-	1	1
5_42413000_+	2	1
5_42432000_-	1	1
5_42443000_+	1	1
5_42446000_+	2	1
5_42458000_+	2	1
5_42464000_+	2	1
5_42465000_+	1	1
5_42512000_+	1	1
5_42514000_+	1	1
5_42536000_-	2	1
5_4258000_-	1	1
5_42600000_-	1	1
5_42604000_+	1	1
5_42617000_-	1	1
5_42633000_-	1	1
5_42636000_+	2	1
5_42642000_-	1	1
5_42659000_+	1	1
5_42672000_+	2	1
5_42675000_+	1	1
5_4269000_+	2	1
5_42741000_+	1	1
5_42754000_+	1	1
5_4276000_-	1	1
5_42787000_+	1	1
5_42868000_+	1	1
5_42878000_-	2	1
5_42887000_+	1	1
5_42889000_-	1	1
5_42899000_+	1	1
5_429000_-	2	1
5_42935000_-	2	1
5_42938000_+	1	1
5_42941000_-	2	1
5_42954000_+	2	1
5_42971000_+	2	1
5_42978000_-	1	1
5_42993000_+	1	1
5_4300000_+	1	1
5_43049000_-	1	1
5_43063000_+	1	1
5_43097000_+	1	1
5_43119000_+	2	1
5_43133000_+	1	1
5_43150000_+	1	1
5_43157000_-	1	1
5_43162000_-	1	1
5_43173000_+	1	1
5_4318000_+	1	1
5_4319000_+	1	1
5_43202000_-	1	1
5_43229000_+	2	1
5_43246000_+	1	1
5_43256000_-	2	1
5_4326000_-	1	1
5_43263000_+	1	1
5_4328000_-	1	1
5_43292000_+	1	1
5_43310000_+	2	1
5_43316000_-	1	1
5_43317000_+	1	1
5_43319000_-	4	1
5_43322000_+	1	1
5_43338000_-	2	1
5_43346000_-	1	1
5_4335000_+	1	1
5_43350000_+	1	1
5_43368000_-	2	1
5_43376000_-	1	1
5_43388000_+	1	1
5_43396000_+	1	1
5_43401000_+	2	1
5_43427000_+	1	1
5_43434000_+	1	1
5_43467000_+	2	1
5_43475000_+	1	1
5_43490000_+	2	1
5_43547000_-	1	1
5_43569000_-	1	1
5_43572000_-	1	1
5_43575000_-	1	1
5_43581000_+	2	1
5_43592000_+	1	1
5_43601000_-	2	1
5_43603000_+	2	1
5_43604000_-	2	1
5_4361000_+	1	1
5_43610000_-	3	1
5_43619000_+	1	1
5_43625000_+	1	1
5_43626000_+	1	1
5_43632000_+	1	1
5_43651000_+	2	1
5_43659000_+	1	1
5_43674000_+	1	1
5_43697000_-	1	1
5_43708000_+	1	1
5_43713000_+	1	1
5_43714000_+	1	1
5_43717000_-	1	1
5_43726000_-	2	1
5_43732000_+	1	1
5_4375000_-	1	1
5_4376000_-	1	1
5_43762000_+	1	1
5_43771000_+	2	1
5_43809000_-	2	1
5_43812000_+	1	1
5_43825000_+	2	1
5_43855000_-	2	1
5_43858000_+	2	1
5_43897000_-	1	1
5_43898000_-	2	1
5_43915000_-	1	1
5_43920000_+	2	1
5_43923000_-	1	1
5_43931000_+	1	1
5_43933000_+	2	1
5_43936000_-	1	1
5_43938000_-	1	1
5_43963000_-	2	1
5_43999000_+	2	1
5_44034000_-	2	1
5_4408000_+	2	1
5_44090000_-	1	1
5_44110000_-	1	1
5_44119000_+	2	1
5_4412000_+	1	1
5_44134000_-	2	1
5_44136000_-	2	1
5_44136000_+	2	1
5_44141000_-	1	1
5_44156000_-	1	1
5_44174000_+	1	1
5_44186000_+	1	1
5_44190000_-	2	1
5_44193000_-	2	1
5_4420000_-	1	1
5_44202000_+	1	1
5_44229000_-	2	1
5_44235000_+	1	1
5_4427000_-	2	1
5_44280000_+	2	1
5_44331000_+	1	1
5_44372000_-	2	1
5_44385000_-	1	1
5_44389000_-	1	1
5_44398000_-	1	1
5_4443000_+	2	1
5_44444000_+	1	1
5_44448000_+	5	1
5_4445000_+	2	1
5_44472000_+	1	1
5_44485000_+	2	1
5_44498000_-	1	1
5_44511000_-	1	1
5_44512000_+	2	1
5_44521000_+	2	1
5_44538000_-	1	1
5_44547000_-	1	1
5_44560000_-	2	1
5_44602000_-	1	1
5_44615000_-	1	1
5_44638000_+	1	1
5_44644000_-	3	1
5_44665000_+	1	1
5_44681000_+	2	1
5_44683000_+	1	1
5_44694000_-	2	1
5_44702000_-	1	1
5_44713000_-	1	1
5_44729000_+	2	1
5_44738000_+	1	1
5_44756000_+	1	1
5_44781000_-	1	1
5_44788000_+	1	1
5_4482000_-	1	1
5_44824000_-	1	1
5_44834000_-	2	1
5_44856000_-	1	1
5_44859000_-	1	1
5_44877000_+	1	1
5_44883000_-	3	1
5_44887000_-	1	1
5_44888000_-	1	1
5_44896000_-	1	1
5_44905000_+	2	1
5_44916000_+	1	1
5_44919000_-	2	1
5_44919000_+	1	1
5_44921000_-	2	1
5_44939000_+	1	1
5_44942000_-	2	1
5_44950000_-	1	1
5_44960000_+	2	1
5_44993000_-	1	1
5_45006000_+	1	1
5_45007000_-	2	1
5_45018000_-	1	1
5_45022000_-	2	1
5_45041000_-	2	1
5_45042000_-	2	1
5_45066000_+	1	1
5_45077000_+	2	1
5_45104000_+	1	1
5_4511000_+	1	2
5_45140000_-	2	1
5_45164000_+	1	1
5_4519000_-	2	1
5_45201000_-	2	1
5_45226000_+	1	1
5_45231000_-	1	1
5_45233000_-	1	1
5_45243000_-	2	1
5_45265000_+	2	1
5_45267000_+	1	1
5_45308000_-	1	2
5_45339000_-	2	1
5_45343000_+	1	1
5_4539000_-	1	1
5_454000_+	2	1
5_45407000_+	2	1
5_4545000_+	2	1
5_45476000_-	1	1
5_45484000_-	2	1
5_45496000_-	2	1
5_45514000_+	2	1
5_4552000_+	1	1
5_45529000_+	1	1
5_4553000_-	1	1
5_45545000_+	1	1
5_45547000_+	1	1
5_45558000_-	1	1
5_45569000_+	1	1
5_45572000_+	2	1
5_45602000_-	1	1
5_45602000_+	1	1
5_45620000_-	1	1
5_45632000_+	1	1
5_45638000_+	2	1
5_45677000_-	1	1
5_4569000_+	2	1
5_45697000_+	1	2
5_45706000_-	2	1
5_45709000_-	1	1
5_45726000_-	1	1
5_45737000_+	1	1
5_45765000_-	2	1
5_45767000_+	1	1
5_45771000_-	1	1
5_45792000_+	1	1
5_45811000_-	2	1
5_45818000_-	1	1
5_45822000_-	1	1
5_45839000_+	1	1
5_45870000_-	1	1
5_45888000_-	1	1
5_45898000_-	1	1
5_45912000_-	2	1
5_45918000_+	2	1.5
5_45934000_+	1	1
5_45938000_-	2	1
5_4595000_-	2	1
5_45950000_-	2	1.5
5_45953000_-	1	1
5_45963000_+	2	1
5_45982000_-	1	1
5_46004000_-	1	1
5_46024000_+	1	1
5_46094000_+	2	1
5_46111000_-	1	1
5_46126000_-	2	1
5_46131000_+	2	1
5_4614000_+	2	1
5_46142000_-	2	1
5_46144000_-	2	1
5_46157000_+	1	1
5_46158000_-	1	1
5_46167000_-	1	1
5_46187000_+	1	1
5_46188000_-	2	1
5_462000_-	1	1
5_46202000_+	1	1
5_46204000_+	1	1
5_46206000_-	1	1
5_46214000_+	1	1
5_46245000_-	1	1
5_46250000_-	1	1
5_46257000_+	1	1
5_46332000_+	2	1
5_46339000_+	1	1
5_46367000_-	2	1
5_46390000_+	1	2
5_46392000_+	2	1
5_46395000_+	1	1
5_4643000_+	2	1
5_4644000_-	1	1
5_4666000_+	1	1
5_4679000_-	1	1
5_4735000_-	1	1
5_4745000_+	1	1
5_475000_+	1	1
5_4750000_-	1	1
5_4755000_+	2	1
5_4771000_-	2	1
5_478000_+	2	1
5_4788000_+	1	1
5_4818000_+	2	1
5_4826000_-	1	1
5_4828000_+	1	1
5_4852000_+	2	1
5_4856000_-	1	1
5_4881000_-	2	1
5_4893000_+	2	1
5_49000_-	67	1.17910447761194
5_49000_+	58	1.37931034482759
5_4916000_+	1	1
5_4921000_+	1	1
5_4922000_-	1	1
5_4932000_+	1	1
5_4934000_-	1	1
5_4935000_+	1	1
5_4939000_-	1	1
5_49447000_+	2	1
5_49483000_+	1	1
5_49487000_+	1	1
5_4953000_+	2	1
5_49532000_-	1	1
5_49552000_+	1	1
5_49553000_+	1	1
5_4956000_-	2	1
5_49584000_-	2	1
5_49609000_+	2	1
5_49630000_+	1	1
5_49651000_-	1	1
5_4966000_-	1	1
5_49711000_+	1	1
5_49721000_-	1	1
5_49800000_-	1	1
5_49807000_+	2	1
5_49819000_+	1	1
5_4982000_-	1	1
5_49837000_-	1	1
5_49863000_+	1	1
5_49867000_+	1	1
5_4990000_+	1	1
5_49910000_-	1	1
5_4992000_-	2	1
5_49933000_+	1	1
5_49953000_+	1	1
5_4996000_-	2	1
5_49997000_+	2	1
5_50000_-	12	1.33333333333333
5_50000_+	10	1
5_50016000_+	1	2
5_50066000_+	1	1
5_50070000_-	2	1
5_50079000_-	1	1
5_50089000_+	2	1
5_50096000_-	1	1
5_50105000_-	2	1
5_50117000_+	1	1
5_50120000_+	1	1
5_50133000_-	2	1
5_5014000_-	2	1
5_50164000_-	1	1
5_50213000_+	1	1
5_50216000_+	1	2
5_50233000_-	1	1
5_50236000_+	2	1
5_5024000_-	1	1
5_50256000_+	2	1
5_50262000_+	1	1
5_50285000_-	1	1
5_50292000_-	2	1
5_50297000_-	2	1
5_503000_-	1	1
5_50301000_+	1	1
5_50304000_-	1	1
5_50307000_+	1	1
5_5031000_-	1	1
5_50320000_+	1	1
5_50330000_-	1	1
5_50337000_-	1	1
5_50351000_+	1	1
5_50392000_-	1	1
5_50400000_+	2	1
5_50420000_-	1	1
5_50423000_+	1	1
5_5043000_-	1	1
5_50454000_-	1	1
5_50457000_-	2	1
5_50462000_+	2	1
5_50468000_+	1	1
5_50479000_+	1	1
5_5049000_-	1	2
5_50494000_-	1	1
5_50510000_+	1	1
5_50519000_-	2	1
5_50527000_+	1	1
5_50528000_-	2	1
5_50546000_+	1	1
5_50558000_+	2	1
5_50570000_-	1	1
5_50573000_-	1	1
5_50576000_+	2	1
5_50579000_-	1	1
5_50626000_-	1	1
5_50644000_+	2	1
5_50652000_+	2	1
5_50672000_+	1	1
5_50684000_-	1	1
5_50735000_+	1	1
5_50759000_-	1	1
5_50764000_+	2	1
5_50777000_-	1	1
5_50780000_+	2	1
5_508000_-	1	1
5_50806000_+	1	1
5_50825000_-	1	1
5_50827000_+	2	1
5_50834000_+	2	1
5_50836000_+	1	1
5_50845000_-	1	1
5_50855000_+	1	1
5_50865000_+	2	1
5_50880000_-	2	1
5_50914000_-	1	1
5_50927000_+	1	1
5_50949000_+	1	1
5_50973000_+	1	1
5_51017000_-	2	1
5_51038000_-	1	1
5_51049000_-	1	1
5_51051000_+	1	1
5_51054000_+	2	1
5_5107000_+	2	1
5_51138000_-	1	1
5_51169000_+	2	1
5_5118000_-	2	1
5_51187000_+	1	1
5_51189000_+	1	1
5_512000_+	1	1
5_5121000_+	1	1
5_51230000_+	2	1
5_51258000_-	1	1
5_51262000_-	1	1
5_51263000_-	2	1
5_51270000_+	2	1
5_51285000_-	2	1
5_51286000_-	1	1
5_51291000_+	1	1
5_51338000_-	1	1
5_51364000_-	1	2
5_51392000_-	1	1
5_51400000_+	1	1
5_51425000_+	1	1
5_51428000_+	1	1
5_51429000_-	1	1
5_51436000_-	1	1
5_51439000_+	1	1
5_51446000_+	1	1
5_51460000_+	1	2
5_515000_-	1	1
5_51507000_-	2	1
5_51524000_-	2	1
5_51546000_-	1	1
5_51550000_-	1	1
5_51567000_+	2	1
5_51598000_+	1	1
5_516000_-	1	1
5_5162000_+	2	1
5_51620000_+	1	1
5_51663000_-	1	1
5_51671000_-	1	1
5_51688000_+	1	1
5_51690000_-	1	1
5_517000_-	1	1
5_51700000_-	1	1
5_51743000_-	2	1
5_51744000_-	2	1
5_51750000_-	2	1
5_51779000_+	2	1
5_51780000_-	1	1
5_51785000_+	2	1
5_51799000_-	1	1
5_518000_-	1	1
5_51804000_+	2	1
5_51809000_+	1	1
5_51856000_-	1	1
5_51860000_-	1	1
5_51871000_+	1	1
5_51874000_+	1	1
5_51896000_+	1	1
5_51911000_+	1	1
5_51916000_-	1	1
5_51935000_+	1	1
5_52026000_-	1	1
5_52027000_+	2	1
5_52045000_-	1	1
5_52051000_-	2	1
5_52052000_-	1	1
5_52070000_+	1	1
5_52072000_+	1	1
5_52074000_+	1	1
5_52083000_-	2	1
5_52121000_-	2	1
5_52142000_+	1	1
5_52144000_+	2	1
5_52161000_-	1	1
5_5218000_+	2	1
5_522000_+	1	1
5_52225000_+	2	1
5_52254000_-	1	1
5_52301000_+	2	1
5_52308000_+	2	1
5_5238000_-	1	1
5_52380000_+	2	1
5_52388000_+	1	1
5_52419000_+	1	1
5_52460000_-	1	1
5_52471000_+	1	1
5_52474000_+	1	1
5_52477000_+	2	1
5_52481000_+	1	1
5_52497000_-	1	1
5_52499000_-	2	1
5_52519000_+	1	1
5_52534000_-	2	1
5_52570000_+	2	1
5_52574000_+	1	1
5_52643000_-	1	1
5_52645000_-	1	1
5_52695000_+	2	1
5_52702000_+	1	1
5_52717000_+	2	1
5_52718000_+	1	1
5_52723000_+	2	1
5_52751000_+	1	1
5_52770000_+	1	1
5_52798000_-	1	1
5_52799000_+	1	1
5_52827000_-	2	1
5_5283000_-	1	1
5_52830000_+	1	1
5_52844000_+	2	1
5_52854000_+	1	1
5_52855000_-	2	1
5_5287000_+	1	1
5_5288000_-	1	1
5_52918000_+	1	1
5_52962000_+	1	1
5_52974000_-	2	1
5_52979000_-	1	1
5_5298000_+	1	1
5_52998000_+	1	1
5_53006000_-	1	1
5_53022000_+	1	1
5_53027000_-	1	1
5_53039000_+	1	1
5_53044000_+	1	1
5_53064000_-	1	1
5_53069000_-	1	1
5_53135000_+	1	1
5_5316000_-	1	1
5_53163000_+	1	1
5_53176000_-	1	1
5_53177000_-	2	1
5_53191000_-	2	1
5_5320000_+	1	1
5_53240000_+	1	1
5_53250000_-	1	1
5_53257000_+	2	1
5_53272000_+	1	1
5_53293000_+	1	1
5_53314000_+	1	1
5_53315000_+	2	1
5_53322000_-	1	1
5_53325000_+	1	1
5_53344000_-	1	1
5_53387000_+	1	1
5_5340000_-	2	1
5_5343000_-	2	1
5_53435000_+	1	1
5_53457000_-	2	1
5_53461000_+	1	1
5_53471000_+	1	1
5_53472000_-	1	1
5_53474000_-	1	2
5_5348000_-	1	1
5_53481000_-	1	1
5_53490000_-	2	1
5_53490000_+	2	1
5_53505000_+	2	1
5_53517000_-	2	1
5_53561000_-	2	1
5_53567000_+	1	1
5_53575000_-	2	1
5_53609000_-	1	1
5_5361000_+	3	1
5_53617000_+	2	1
5_53641000_-	1	1
5_53646000_-	2	1
5_53658000_-	1	1
5_53663000_+	1	1
5_53675000_-	2	1
5_53678000_-	1	1
5_53684000_+	2	1
5_53694000_+	1	1
5_53703000_+	2	1
5_53721000_+	1	1
5_53733000_+	1	1
5_53786000_+	2	1
5_53813000_+	2	1
5_53840000_-	1	1
5_53840000_+	1	1
5_53893000_+	1	1
5_53896000_-	1	1
5_53915000_+	1	1
5_53921000_-	1	1
5_53924000_-	2	1
5_53944000_-	1	1
5_53945000_+	2	1
5_53976000_+	1	1
5_53992000_-	1	1
5_54124000_-	1	1
5_5413000_+	1	1
5_54144000_-	1	1
5_54161000_+	1	1
5_54175000_+	1	1
5_54189000_+	1	1
5_54198000_+	1	1
5_54211000_-	2	1
5_54213000_+	2	1
5_54220000_+	1	1
5_5424000_+	1	1
5_54281000_+	1	1
5_5431000_+	1	2
5_54343000_+	1	1
5_54347000_+	1	1
5_54348000_+	2	1
5_54383000_+	1	1
5_54414000_-	2	1
5_54430000_-	2	1
5_54443000_+	1	1
5_54462000_+	1	1
5_54474000_-	1	1
5_54511000_+	1	1
5_54525000_+	1	1
5_54545000_+	2	1
5_54550000_-	1	1
5_54552000_+	1	1
5_5456000_+	1	1
5_54564000_+	1	1
5_5458000_+	2	1
5_54584000_-	1	1
5_54603000_-	2	1
5_54661000_+	1	1
5_54669000_-	1	1
5_54677000_-	1	2
5_5468000_-	1	1
5_54683000_-	2	1
5_54696000_-	1	1
5_54703000_-	1	1
5_54713000_-	1	1
5_5473000_-	1	1
5_54787000_-	2	1
5_5480000_+	1	1
5_54832000_-	1	1
5_54835000_+	1	1
5_54838000_-	1	1
5_54841000_-	2	1
5_54894000_+	1	1
5_54907000_+	1	1
5_5495000_-	2	1
5_5495000_+	1	1
5_54954000_-	1	1
5_5497000_-	1	1
5_54978000_+	1	1
5_55014000_+	1	1
5_55019000_+	1	1
5_5502000_+	1	1
5_55034000_+	1	1
5_55071000_-	1	1
5_55072000_-	2	1
5_55084000_-	1	1
5_55098000_-	2	1
5_55125000_+	2	1
5_55159000_-	2	1
5_55160000_-	2	1
5_55172000_+	2	1
5_55182000_+	1	1
5_55193000_+	1	1
5_55217000_+	2	1
5_55238000_-	1	1
5_55343000_-	1	1
5_55349000_+	1	1
5_5535000_-	1	1
5_5536000_+	1	1
5_5538000_-	1	1
5_55390000_+	1	1
5_55396000_+	1	1
5_55410000_+	1	1
5_55413000_-	1	1
5_55433000_-	1	1
5_55462000_-	1	1
5_55462000_+	1	1
5_55477000_+	1	1
5_5548000_-	2	1
5_55502000_+	2	1
5_55511000_+	2	1
5_5555000_-	1	1
5_55582000_+	2	1
5_55586000_+	1	1
5_55589000_-	1	1
5_55596000_+	1	1
5_55600000_-	1	1
5_55602000_+	2	1
5_55615000_+	2	1
5_55625000_-	1	1
5_55644000_+	1	1
5_55647000_-	1	1
5_55658000_-	1	1
5_55665000_+	1	1
5_55669000_+	1	1
5_55672000_-	2	1
5_55689000_-	2	1
5_557000_-	2	1
5_55700000_+	1	1
5_55703000_+	1	1
5_55706000_-	1	1
5_55747000_-	2	1
5_55761000_+	1	1
5_55764000_-	1	1
5_55774000_-	1	1
5_55787000_-	2	1
5_55789000_+	2	1
5_55790000_-	2	1
5_55793000_-	2	1
5_55799000_+	1	1
5_55812000_-	1	1
5_55829000_+	1	1
5_55830000_-	1	1
5_55836000_+	1	1
5_55874000_-	1	1
5_55878000_-	1	1
5_5590000_+	1	1
5_55901000_+	1	2
5_55906000_-	2	1
5_5596000_-	2	1
5_55966000_+	2	1
5_55986000_+	1	1
5_55992000_-	2	1
5_55997000_+	1	1
5_56018000_+	1	1
5_56063000_+	1	1
5_56079000_-	1	1
5_56088000_+	1	1
5_56093000_+	2	1
5_56098000_-	2	1
5_56117000_-	1	1
5_56123000_-	1	1
5_56124000_-	1	1
5_56131000_-	2	1
5_56139000_-	1	1
5_56180000_-	1	1
5_56190000_+	1	1
5_5620000_-	1	1
5_56206000_-	1	1
5_56225000_-	2	1
5_56235000_-	1	1
5_56240000_-	2	1
5_56242000_+	1	1
5_56281000_+	2	1
5_56301000_-	1	1
5_56316000_+	2	1
5_56327000_-	2	1
5_56344000_+	1	1
5_56386000_-	1	1
5_56405000_-	1	1
5_56414000_-	1	1
5_56439000_-	1	1
5_56476000_-	2	1
5_56522000_+	1	2
5_56527000_-	1	1
5_56537000_+	2	1
5_56550000_+	1	1
5_56576000_+	1	1
5_5661000_-	1	1
5_56612000_-	2	1
5_5664000_+	1	1
5_56658000_-	1	1
5_56664000_+	1	1
5_56670000_-	3	1
5_56691000_+	1	1
5_56705000_-	2	1
5_56715000_-	1	1
5_56716000_+	1	1
5_5673000_-	2	1
5_56742000_+	1	1
5_56758000_+	1	1
5_56791000_+	1	1
5_568000_+	1	1
5_5680000_-	1	1
5_5682000_+	1	1
5_56823000_+	1	1
5_56829000_-	1	1
5_5686000_-	2	1
5_56887000_+	1	1
5_56897000_-	2	2
5_56910000_-	1	1
5_5694000_+	1	1
5_56948000_-	1	1
5_56951000_-	1	1
5_56962000_+	1	2
5_56969000_-	1	1
5_57005000_-	2	1
5_5703000_+	1	1
5_57035000_-	1	1
5_5704000_-	2	1
5_57055000_+	1	1
5_57081000_+	2	1
5_57086000_+	2	1
5_57088000_-	2	1
5_57113000_-	1	1
5_57127000_+	1	1
5_57128000_+	2	1
5_57129000_-	1	1
5_5714000_-	2	1
5_5717000_+	2	1
5_57210000_+	1	1
5_57238000_-	2	1
5_57242000_-	1	1
5_57242000_+	1	1
5_57260000_-	2	1
5_57270000_-	1	1
5_573000_+	2	1
5_57343000_-	1	1
5_57355000_+	1	1
5_57368000_-	1	1
5_57369000_-	1	1
5_57370000_+	1	1
5_57384000_-	2	1
5_57386000_-	1	1
5_57411000_-	1	1
5_57414000_+	2	1
5_5742000_-	1	1
5_57446000_+	2	1
5_57455000_+	1	1
5_57496000_+	1	1
5_57498000_+	1	1
5_57500000_-	1	1
5_57511000_+	1	1
5_57529000_+	2	1
5_57568000_+	2	1
5_57573000_-	1	1
5_57593000_-	1	1
5_5761000_+	1	1
5_57611000_+	2	1
5_57621000_+	1	1
5_57629000_-	1	1
5_57630000_-	1	1
5_57642000_-	1	1
5_57669000_+	1	1
5_5767000_-	1	1
5_57690000_-	2	1
5_57698000_-	1	1
5_57727000_+	1	1
5_57746000_-	1	1
5_5775000_-	1	1
5_57773000_+	1	1
5_57776000_-	1	1
5_57781000_+	2	1
5_57790000_-	1	1
5_57792000_+	1	1
5_5783000_+	2	1
5_57831000_-	1	1
5_57854000_+	1	1
5_5787000_+	1	1
5_57875000_+	2	1
5_57890000_-	1	1
5_57927000_+	1	1
5_57928000_-	1	1
5_57933000_+	2	1
5_57934000_-	1	1
5_57936000_-	1	1
5_57937000_-	2	1
5_57971000_+	2	1
5_5798000_+	1	1
5_57990000_+	1	1
5_58046000_+	1	1
5_58071000_+	1	1
5_5809000_+	2	1
5_58100000_+	1	1
5_58105000_-	2	1
5_58135000_-	2	1
5_58143000_+	1	1
5_58169000_+	2	1.5
5_58173000_-	2	1
5_582000_+	1	1
5_58200000_+	1	1
5_58222000_+	1	1
5_58225000_+	2	1
5_58262000_-	2	1
5_58271000_-	1	1
5_58276000_+	1	1
5_58279000_-	1	1
5_58288000_-	2	1
5_58301000_+	1	1
5_58310000_+	1	1
5_58328000_+	2	1
5_58353000_-	2	1
5_58373000_+	1	1
5_58385000_-	1	1
5_58399000_-	1	1
5_58427000_+	2	1
5_58438000_-	1	1
5_58438000_+	1	1
5_58461000_-	1	1
5_58474000_+	1	1
5_58477000_-	2	1
5_58478000_-	1	1
5_58538000_-	1	1
5_58558000_-	1	1
5_58559000_+	1	1
5_58566000_+	2	1
5_58576000_-	2	1
5_58582000_+	1	1
5_58598000_+	1	1
5_58599000_+	1	1
5_58612000_+	2	1
5_58616000_+	1	1
5_58637000_+	4	1
5_58649000_-	2	1
5_58650000_+	1	1
5_58654000_-	2	1
5_58654000_+	1	1
5_58658000_+	1	1
5_58701000_+	2	2
5_58713000_+	1	1
5_58730000_+	1	1
5_58741000_+	1	1
5_58742000_+	1	1
5_58766000_+	2	1
5_58774000_-	2	1
5_58789000_-	1	1
5_58794000_+	2	1
5_58799000_+	1	1
5_58807000_+	1	1
5_58822000_+	2	1
5_58825000_-	1	1
5_58829000_-	1	1
5_58836000_-	1	1
5_58839000_+	2	1
5_58856000_+	1	1
5_58860000_-	1	1
5_58868000_-	1	1
5_5888000_-	2	1
5_58882000_+	2	1
5_58912000_+	1	1
5_58916000_+	2	1
5_58922000_+	1	1
5_58927000_-	2	1
5_58927000_+	1	1
5_58928000_-	1	1
5_58956000_+	2	1
5_58975000_-	1	1
5_58982000_+	2	1
5_59036000_-	1	1
5_59044000_+	1	1
5_5905000_+	1	1
5_59050000_-	1	1
5_59061000_+	1	1
5_59067000_-	1	1
5_59078000_+	2	1
5_59096000_+	1	1
5_59103000_+	2	1
5_59140000_-	1	1
5_59151000_+	1	1
